key,neighborhood,neighborhood_original,Prognoseraum (Name),district,district_original,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence,,,,,,,,,,,,,,,,,,,
031001,Buch,Buch,Buch,Pankow,Pankow,2018,1478,11,2,179,37,72,634,15,66,144,13,12,6,176,47,33,337,,,,,,,,,,,,,,,,,,,
032002,Blankenfelde/Niederschoenhausen,Blankenfelde/Niederschönhausen,Nördliches Pankow,Pankow,Pankow,2018,1674,10,6,124,15,46,800,28,134,200,40,8,4,152,20,16,309,,,,,,,,,,,,,,,,,,,
032003,Buchholz,Buchholz,Nördliches Pankow,Pankow,Pankow,2018,792,6,3,70,10,29,327,25,50,58,23,7,2,93,13,9,162,,,,,,,,,,,,,,,,,,,
033004,Karow,Karow,Nördliches Weißensee,Pankow,Pankow,2018,877,4,2,84,20,29,418,3,102,126,34,1,0,109,18,14,200,,,,,,,,,,,,,,,,,,,
033005,Blankenburg/Heinersdorf/Maerchenland,Blankenburg/Heinersdorf/Märchenland,Nördliches Weißensee,Pankow,Pankow,2018,1327,6,3,94,21,36,691,20,107,102,59,8,2,132,32,12,184,,,,,,,,,,,,,,,,,,,
034006,Schoenholz/Wilhelmsruh/Rosenthal,Schönholz/Wilhelmsruh/Rosenthal,Südliches Pankow,Pankow,Pankow,2018,993,10,6,77,20,30,450,20,114,50,48,11,3,98,15,15,169,,,,,,,,,,,,,,,,,,,
034007,Pankow Zentrum,Pankow Zentrum,Südliches Pankow,Pankow,Pankow,2018,3352,27,19,211,48,92,1869,46,175,579,63,15,3,303,96,42,663,,,,,,,,,,,,,,,,,,,
034008,Pankow Sued,Pankow Süd,Südliches Pankow,Pankow,Pankow,2018,2509,35,23,219,52,95,1071,53,134,387,63,15,6,263,76,40,570,,,,,,,,,,,,,,,,,,,
035009,Weissensee,Weißensee,Südliches Weißensee,Pankow,Pankow,2018,3026,21,12,327,88,127,1399,73,146,278,63,23,6,336,51,50,748,,,,,,,,,,,,,,,,,,,
035010,Weissensee Ost,Weißensee Ost,Südliches Weißensee,Pankow,Pankow,2018,1264,11,5,124,25,45,536,31,73,86,24,12,5,150,22,42,280,,,,,,,,,,,,,,,,,,,
036011,Prenzlauer Berg Nordwest,Prenzlauer Berg Nordwest,Nördlicher Prenzlauer Berg,Pankow,Pankow,2018,3161,47,24,293,109,78,1467,39,109,365,38,12,4,292,113,175,648,,,,,,,,,,,,,,,,,,,
036012,Prenzlauer Berg Nord,Prenzlauer Berg Nord,Nördlicher Prenzlauer Berg,Pankow,Pankow,2018,2769,24,13,190,49,79,1451,55,133,439,39,14,7,264,89,54,490,,,,,,,,,,,,,,,,,,,
036013,Helmholtzplatz,Helmholtzplatz,Nördlicher Prenzlauer Berg,Pankow,Pankow,2018,2249,14,4,187,55,59,1008,16,57,296,23,5,4,277,127,49,471,,,,,,,,,,,,,,,,,,,
036014,Prenzlauer Berg Ost,Prenzlauer Berg Ost,Nördlicher Prenzlauer Berg,Pankow,Pankow,2018,4487,37,15,370,78,77,2098,58,184,309,68,32,12,435,177,72,701,,,,,,,,,,,,,,,,,,,
037015,Prenzlauer Berg Suedwest,Prenzlauer Berg Südwest,Südlicher Prenzlauer Berg,Pankow,Pankow,2018,3411,22,14,340,75,71,1775,29,184,379,57,8,1,343,92,47,729,,,,,,,,,,,,,,,,,,,
037016,Prenzlauer Berg Sued,Prenzlauer Berg Süd,Südlicher Prenzlauer Berg,Pankow,Pankow,2018,2418,14,8,160,36,52,1227,61,167,318,55,9,3,269,86,43,511,,,,,,,,,,,,,,,,,,,
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,Charlottenburg-Wilmersdorf-Total,2018,51660,417,205,4047,1011,1377,25374,681,3177,3474,933,195,92,3558,813,1024,10888,,,,,,,,,,,,,,,,,,,
041001,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,2532,23,6,279,84,107,1030,70,240,123,51,16,9,232,22,185,721,,,,,,,,,,,,,,,,,,,
042002,Heerstrasse,Heerstraße,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,1462,19,13,153,45,44,641,35,131,77,89,8,6,141,53,33,315,,,,,,,,,,,,,,,,,,,
042003,Westend,Westend,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,3920,25,16,318,83,119,2188,66,348,212,79,11,4,243,33,45,704,,,,,,,,,,,,,,,,,,,
043004,Schloss Charlottenburg,Schloss Charlottenburg,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,4814,41,24,474,106,150,2305,69,263,410,104,26,11,443,118,79,1199,,,,,,,,,,,,,,,,,,,
043005,Mierendorffplatz,Mierendorffplatz,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,1991,7,3,158,35,75,848,19,129,126,27,11,10,121,21,50,399,,,,,,,,,,,,,,,,,,,
043006,Otto-Suhr-Allee/Kantstrasse,Otto-Suhr-Allee/Kantstraße,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,8924,76,35,736,161,236,4736,48,334,695,137,28,9,618,129,120,1931,,,,,,,,,,,,,,,,,,,
044007,Grunewald,Grunewald,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,1770,12,5,96,19,56,794,41,259,96,87,10,7,237,83,15,381,,,,,,,,,,,,,,,,,,,
044008,Schmargendorf,Schmargendorf,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,2152,14,4,155,26,57,1159,79,232,233,68,11,4,189,41,33,433,,,,,,,,,,,,,,,,,,,
045009,Halensee,Halensee,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,3668,38,14,256,49,97,1900,56,249,232,69,13,8,207,39,40,831,,,,,,,,,,,,,,,,,,,
045010,Lietzenburger Strasse,Lietzenburger Straße,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,11280,87,41,944,267,220,6088,73,451,541,131,25,12,692,206,234,2534,,,,,,,,,,,,,,,,,,,
045011,Volkspark Wilmersdorf,Volkspark Wilmersdorf,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2018,7848,42,18,346,86,159,2925,78,358,640,91,29,8,357,61,120,1166,,,,,,,,,,,,,,,,,,,
050000,Spandau,Spandau,Spandau,Spandau-Total,Spandau-Total,2018,25853,315,184,3046,741,1059,10802,343,1680,1189,365,164,73,2194,241,584,6423,,,,,,,,,,,,,,,,,,,
051001,Hakenfelde,Hakenfelde,Spandau Mitte / Nord,Spandau,Spandau,2018,1916,16,11,202,56,55,860,36,235,58,16,17,10,189,5,26,477,,,,,,,,,,,,,,,,,,,
051002,Falkenhagener Feld,Falkenhagener Feld,Spandau Mitte / Nord,Spandau,Spandau,2018,2756,35,24,425,90,154,1011,56,194,174,41,29,13,296,10,54,902,,,,,,,,,,,,,,,,,,,
051003,Spandau Mitte,Spandau Mitte,Spandau Mitte / Nord,Spandau,Spandau,2018,5871,105,62,718,185,217,2227,33,332,273,39,29,13,426,50,226,1419,,,,,,,,,,,,,,,,,,,
052004,Brunsbuetteler Damm,Brunsbütteler Damm,Wilhelmstadt / Staaken,Spandau,Spandau,2018,1678,12,8,209,49,73,751,44,121,84,41,14,3,170,25,25,407,,,,,,,,,,,,,,,,,,,
052005,Heerstrasse,Heerstraße,Charlottenburg West,Spandau,Spandau,2018,2564,34,17,356,75,149,968,36,159,61,51,26,13,248,37,46,761,,,,,,,,,,,,,,,,,,,
052006,Wilhelmstadt,Wilhelmstadt,Wilhelmstadt / Staaken,Spandau,Spandau,2018,6202,54,26,643,182,203,2668,32,204,230,56,20,8,447,52,132,1237,,,,,,,,,,,,,,,,,,,
053007,Haselhorst,Haselhorst,Haselhorst / Siemensstadt,Spandau,Spandau,2018,1616,15,9,170,25,63,770,43,144,56,24,9,4,133,19,24,414,,,,,,,,,,,,,,,,,,,
053008,Siemensstadt,Siemensstadt,Haselhorst / Siemensstadt,Spandau,Spandau,2018,1576,17,6,152,34,46,773,34,94,169,31,4,1,129,36,17,417,,,,,,,,,,,,,,,,,,,
054009,Gatow/Kladow,Gatow/Kladow,Gatow / Kladow,Spandau,Spandau,2018,932,7,3,104,21,58,395,12,61,38,66,9,3,82,2,11,217,,,,,,,,,,,,,,,,,,,
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,Steglitz-Zehlendorf-Total,2018,23668,137,63,1862,373,821,11633,334,2310,2122,663,154,57,2452,618,460,4525,,,,,,,,,,,,,,,,,,,
061001,Schlossstrasse,Schloßstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,3555,24,15,205,45,60,2151,21,113,298,33,10,0,191,52,50,447,,,,,,,,,,,,,,,,,,,
061002,Albrechtstrasse,Albrechtstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,3128,24,10,251,51,134,1442,54,299,300,90,16,5,336,89,69,777,,,,,,,,,,,,,,,,,,,
062003,Lankwitz,Lankwitz,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,3059,19,4,387,82,175,1167,41,254,130,76,22,12,290,33,84,790,,,,,,,,,,,,,,,,,,,
062004,Ostpreussendamm,Ostpreußendamm,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,2303,19,8,199,31,94,1034,33,201,163,91,13,4,261,46,38,548,,,,,,,,,,,,,,,,,,,
063005,Teltower Damm,Teltower Damm,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,2417,14,7,180,30,86,1135,30,212,344,74,14,5,241,31,55,422,,,,,,,,,,,,,,,,,,,
063006,Drakestrasse,Drakestraße,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,3372,10,3,259,44,110,1763,61,492,351,85,30,11,336,33,45,654,,,,,,,,,,,,,,,,,,,
064007,Zehlendorf Suedwest,Zehlendorf Südwest,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,2017,5,3,155,36,48,900,28,218,142,49,28,11,314,148,26,296,,,,,,,,,,,,,,,,,,,
064008,Zehlendorf Nord,Zehlendorf Nord,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2018,3245,15,8,188,44,85,1686,57,430,309,165,17,8,450,184,67,494,,,,,,,,,,,,,,,,,,,
070000,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,Tempelhof-Schöneberg-Total,2018,41580,336,183,3272,795,1191,20434,419,2694,2708,746,188,73,3441,824,1386,9927,,,,,,,,,,,,,,,,,,,
071001,Schoeneberg Nordwest,Schöneberg Nordwest,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,7508,93,57,557,165,154,4512,31,236,296,70,13,6,368,56,299,2374,,,,,,,,,,,,,,,,,,,
071002,Schoeneberg Nordost,Schöneberg Nordost,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,3211,24,17,245,75,73,1708,24,160,302,62,14,8,227,69,161,1050,,,,,,,,,,,,,,,,,,,
072003,Schoeneberg Suedwest,Schöneberg Südwest,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,2354,17,8,150,41,69,1205,17,107,303,51,3,2,171,38,92,652,,,,,,,,,,,,,,,,,,,
072004,Schoeneberg Suedost,Schöneberg Südost,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,5183,26,9,399,91,146,2367,32,222,381,64,17,6,420,137,167,1072,,,,,,,,,,,,,,,,,,,
073005,Friedenau West,Friedenau West,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,2298,12,7,100,30,47,1442,28,116,290,56,7,3,195,60,26,378,,,,,,,,,,,,,,,,,,,
073006,Friedenau Ost,Friedenau Ost,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,1666,11,3,159,38,61,806,44,123,147,32,11,6,159,21,30,361,,,,,,,,,,,,,,,,,,,
074007,Tempelhof Nord,Tempelhof Nord,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,2840,10,5,212,46,85,972,26,172,185,21,24,4,282,95,191,560,,,,,,,,,,,,,,,,,,,
074008,Tempelhof Suedwest,Tempelhof Südwest,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,3637,31,13,279,65,95,1605,41,260,220,77,16,2,344,127,127,697,,,,,,,,,,,,,,,,,,,
074009,Tempelhof Suedost,Tempelhof Südost,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,2296,16,6,164,42,82,1165,38,221,101,36,11,5,188,19,41,470,,,,,,,,,,,,,,,,,,,
075010,Mariendorf Nord,Mariendorf Nord,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,2416,20,12,220,41,75,1045,25,230,102,79,20,8,271,44,48,576,,,,,,,,,,,,,,,,,,,
075011,Mariendorf Sued,Mariendorf Süd,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,1675,7,4,142,35,56,704,32,186,84,40,11,5,178,31,34,320,,,,,,,,,,,,,,,,,,,
076012,Marienfelde Nord,Marienfelde Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,1263,11,5,101,25,35,557,8,137,61,34,12,5,107,23,41,252,,,,,,,,,,,,,,,,,,,
076013,Marienfelde Sued,Marienfelde Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,1136,11,7,111,23,52,502,16,89,29,18,8,4,104,23,20,273,,,,,,,,,,,,,,,,,,,
076014,Lichtenrade Nord,Lichtenrade Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,1065,10,8,119,16,35,445,20,187,30,46,4,1,103,9,20,244,,,,,,,,,,,,,,,,,,,
076015,Lichtenrade Sued,Lichtenrade Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2018,1967,15,5,233,45,78,702,18,120,69,60,15,7,264,66,56,452,,,,,,,,,,,,,,,,,,,
080000,Neukoelln,Neukölln,Neukoelln,Neukoelln-Total,Neukölln-Total,2018,41681,505,286,4030,1153,1379,19562,452,3335,1849,736,241,110,3870,635,1633,10040,,,,,,,,,,,,,,,,,,,
081001,Schillerpromenade,Schillerpromenade,Neukölln,Neukoelln,Neukölln,2018,4701,80,46,503,173,120,2264,36,363,229,86,35,21,400,53,371,1243,,,,,,,,,,,,,,,,,,,
081002,Neukoellner Mitte/Zentrum,Neuköllner Mitte/Zentrum,Neukölln,Neukoelln,Neukölln,2018,8861,106,56,730,222,184,4508,49,526,376,67,34,16,621,87,334,1566,,,,,,,,,,,,,,,,,,,
081003,Reuterstrasse,Reuterstraße,Neukölln,Neukoelln,Neukölln,2018,6123,53,28,584,210,136,2886,28,362,401,69,21,10,492,169,332,1355,,,,,,,,,,,,,,,,,,,
081004,Rixdorf,Rixdorf,Neukölln,Neukoelln,Neukölln,2018,4846,33,18,533,144,198,2085,33,299,318,88,23,10,516,102,237,1361,,,,,,,,,,,,,,,,,,,
081005,Koellnische Heide,Köllnische Heide,Neukölln,Neukoelln,Neukölln,2018,2607,25,7,260,74,103,1124,35,284,45,42,24,9,368,19,88,621,,,,,,,,,,,,,,,,,,,
082006,Britz Nord,Britz Nord,Britz/Buckow,Neukoelln,Neukölln,2018,2530,44,29,234,58,110,1037,41,269,83,57,19,7,240,28,61,679,,,,,,,,,,,,,,,,,,,
082007,Britz,Britz,Britz/Buckow,Neukoelln,Neukölln,2018,2228,26,12,206,39,93,1034,34,260,98,75,15,11,274,62,33,514,,,,,,,,,,,,,,,,,,,
082008,Buckow,Buckow,Britz/Buckow,Neukoelln,Neukölln,2018,1625,16,7,201,41,101,566,32,169,36,42,16,9,194,27,34,487,,,,,,,,,,,,,,,,,,,
083009,Gropiusstadt West,Gropiusstadt West,Gropiusstadt,Neukoelln,Neukölln,2018,2177,39,24,236,61,67,1206,30,157,55,48,9,2,201,18,25,677,,,,,,,,,,,,,,,,,,,
083010,Gropiusstadt Ost,Gropiusstadt Ost,Gropiusstadt,Neukoelln,Neukölln,2018,1467,16,8,163,34,82,672,22,86,46,19,5,1,136,8,23,581,,,,,,,,,,,,,,,,,,,
084011,Buckow Nord,Buckow Nord,Buckow Nord/Rudow,Neukoelln,Neukölln,2018,883,10,6,78,14,43,444,24,111,35,14,8,4,58,4,11,181,,,,,,,,,,,,,,,,,,,
084012,Rudow,Rudow,Buckow Nord/Rudow,Neukoelln,Neukölln,2018,2542,33,22,218,49,98,1097,77,299,88,127,26,8,310,51,32,573,,,,,,,,,,,,,,,,,,,
090000,Treptow-Koepenick,Treptow-Köpenick,Treptow-Koepenick,Treptow-Koepenick-Total,Treptow-Köpenick-Total,2018,24769,216,125,2400,500,853,11145,466,1735,2139,496,176,75,2673,687,574,5337,,,,,,,,,,,,,,,,,,,
091001,Alt-Treptow,Alt-Treptow,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2018,2281,31,21,155,32,43,1305,14,100,290,21,6,1,182,63,77,496,,,,,,,,,,,,,,,,,,,
091002,Plaenterwald,Plänterwald,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2018,920,16,8,67,15,25,412,21,98,76,17,4,4,96,23,15,195,,,,,,,,,,,,,,,,,,,
091003,Baumschulenweg,Baumschulenweg,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2018,1634,12,2,140,32,70,831,27,130,118,77,11,9,167,25,22,384,,,,,,,,,,,,,,,,,,,
091004,Johannisthal,Johannisthal,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2018,1491,5,3,143,22,79,592,39,144,102,29,24,5,172,24,22,366,,,,,,,,,,,,,,,,,,,
092005,Oberschoeneweide,Oberschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2018,2462,16,8,355,78,105,892,61,209,115,26,18,7,270,53,81,689,,,,,,,,,,,,,,,,,,,
092006,Niederschoeneweide,Niederschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2018,2346,31,18,207,37,62,1100,29,93,127,17,7,6,203,107,105,354,,,,,,,,,,,,,,,,,,,
092007,Adlershof,Adlershof,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2018,2321,19,9,189,44,54,1185,37,152,233,35,8,4,247,86,46,403,,,,,,,,,,,,,,,,,,,
092008,Koellnische Vorstadt/Spindlersfeld,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2018,865,9,3,112,21,40,324,15,57,76,13,6,2,114,29,35,227,,,,,,,,,,,,,,,,,,,
093009,Altglienicke,Altglienicke,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2018,1639,10,7,180,28,72,675,56,144,101,69,10,2,182,36,34,398,,,,,,,,,,,,,,,,,,,
093010,Bohnsdorf,Bohnsdorf,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2018,1014,7,4,119,16,33,432,31,59,50,36,9,3,89,13,7,208,,,,,,,,,,,,,,,,,,,
093011,Gruenau,Grünau,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2018,609,3,1,29,5,14,268,7,48,87,16,8,3,117,79,5,86,,,,,,,,,,,,,,,,,,,
093012,Schmoeckwitz,Schmöckwitz,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2018,184,0,0,17,1,3,74,3,15,12,8,4,2,21,2,3,37,,,,,,,,,,,,,,,,,,,
094013,Koepenick Sued,Köpenick Süd,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2018,510,0,0,41,6,18,192,10,39,34,34,18,2,72,7,5,110,,,,,,,,,,,,,,,,,,,
094014,Allende-Viertel,Allende-Viertel,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2018,726,4,2,73,13,37,333,18,82,56,8,4,3,93,12,13,181,,,,,,,,,,,,,,,,,,,
094015,Altstadt Koepenick,Altstadt Köpenick,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2018,666,2,1,118,29,28,205,6,23,59,1,3,1,93,18,21,201,,,,,,,,,,,,,,,,,,,
094016,Mueggelheim,Müggelheim,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2018,234,2,1,20,4,9,84,5,30,13,9,4,4,25,6,5,44,,,,,,,,,,,,,,,,,,,
095017,Friedrichshagen,Friedrichshagen,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2018,1221,6,5,108,28,30,583,29,49,212,13,8,5,158,39,10,234,,,,,,,,,,,,,,,,,,,
095018,Rahnsdorf,Rahnsdorf,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2018,567,2,0,31,7,15,264,6,52,95,24,4,3,50,9,10,63,,,,,,,,,,,,,,,,,,,
095019,Dammvorstadt,Dammvorstadt,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2018,1475,9,5,143,49,36,659,10,54,116,8,3,1,146,27,31,282,,,,,,,,,,,,,,,,,,,
095020,Koepenick Nord,Köpenick Nord,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2018,636,13,9,67,10,23,256,10,41,76,35,6,1,93,12,13,167,,,,,,,,,,,,,,,,,,,
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,Marzahn-Hellersdorf-Total,2018,23662,168,100,3060,573,968,8456,557,1324,1018,370,243,74,2822,575,485,5881,,,,,,,,,,,,,,,,,,,
101001,Marzahn Nord,Marzahn Nord,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,2001,26,20,382,65,76,655,54,99,94,18,19,3,309,84,53,648,,,,,,,,,,,,,,,,,,,
101002,Marzahn Mitte,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,4589,39,22,688,142,195,1679,135,252,98,46,50,15,469,65,97,1283,,,,,,,,,,,,,,,,,,,
101003,Marzahn Sued,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,3877,16,8,324,53,132,1378,143,290,85,43,26,7,349,53,57,723,,,,,,,,,,,,,,,,,,,
102004,Hellersdorf Nord,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,4037,26,14,561,104,201,1342,70,133,100,35,59,25,541,114,110,1091,,,,,,,,,,,,,,,,,,,
102005,Hellersdorf Ost,Hellersdorf Ost,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,1664,14,9,278,45,87,489,35,71,67,8,19,6,231,40,51,512,,,,,,,,,,,,,,,,,,,
102006,Hellersdorf Sued,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,2155,16,7,367,86,104,652,33,78,98,22,31,8,328,99,52,633,,,,,,,,,,,,,,,,,,,
103007,Biesdorf,Biesdorf,Biesdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,2126,12,6,149,30,64,1045,39,133,184,98,21,6,190,41,27,325,,,,,,,,,,,,,,,,,,,
104008,Kaulsdorf,Kaulsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,1155,4,2,116,13,39,429,15,95,111,31,11,2,163,16,17,275,,,,,,,,,,,,,,,,,,,
104009,Mahlsdorf,Mahlsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2018,1292,6,3,113,19,44,568,18,137,134,68,1,1,162,48,13,238,,,,,,,,,,,,,,,,,,,
110000,Lichtenberg,Lichtenberg,Lichtenberg,Lichtenberg-Total,Lichtenberg-Total,2018,27604,185,110,2935,651,900,11974,621,1786,1805,468,200,75,2765,606,543,6230,,,,,,,,,,,,,,,,,,,
111001,Malchow,Malchow,Malchow,Lichtenberg,Lichtenberg,2018,258,4,3,34,6,10,105,4,7,13,27,6,2,33,5,2,64,,,,,,,,,,,,,,,,,,,
111002,Neu-Hohenschoenhausen Nord,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2018,2151,17,7,284,56,91,780,53,122,68,26,23,9,243,16,79,669,,,,,,,,,,,,,,,,,,,
111003,Neu-Hohenschoenhausen Sued,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2018,2227,24,16,352,77,82,930,50,179,105,29,17,5,267,29,44,701,,,,,,,,,,,,,,,,,,,
112004,Alt-Hohenschoenhausen Nord,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2018,1656,8,2,208,50,76,692,26,94,43,42,12,7,197,70,32,367,,,,,,,,,,,,,,,,,,,
112005,Alt-Hohenschoenhausen Sued,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2018,2149,11,6,249,47,72,936,103,218,117,51,15,8,232,47,31,515,,,,,,,,,,,,,,,,,,,
113006,Fennpfuhl,Fennpfuhl,Lichtenberg Nord,Lichtenberg,Lichtenberg,2018,3008,13,8,323,79,115,1143,75,232,162,48,20,6,307,46,45,660,,,,,,,,,,,,,,,,,,,
113007,Alt-Lichtenberg,Alt-Lichtenberg,Lichtenberg Nord,Lichtenberg,Lichtenberg,2018,4605,32,20,465,111,110,2260,67,270,248,40,27,11,349,84,79,981,,,,,,,,,,,,,,,,,,,
113008,Frankfurter Allee Sued,Frankfurter Allee Süd,Lichtenberg Nord,Lichtenberg,Lichtenberg,2018,2334,11,6,171,42,34,803,22,89,101,14,6,4,181,64,85,332,,,,,,,,,,,,,,,,,,,
114009,Neu-Lichtenberg,Neu-Lichtenberg,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2018,3568,29,17,352,75,110,1639,49,164,340,69,19,6,397,128,58,773,,,,,,,,,,,,,,,,,,,
114010,Friedrichsfelde Nord,Friedrichsfelde Nord,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2018,1315,10,7,173,34,51,513,53,80,70,20,18,5,136,31,26,327,,,,,,,,,,,,,,,,,,,
114011,Friedrichsfelde Sued,Friedrichsfelde Süd,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2018,1865,14,9,161,29,66,806,45,140,141,22,9,5,200,43,17,389,,,,,,,,,,,,,,,,,,,
115012,Rummelsburger Bucht,Rummelsburger Bucht,Lichtenberg Süd,Lichtenberg,Lichtenberg,2018,499,3,3,28,10,16,301,13,32,109,12,2,2,40,16,14,86,,,,,,,,,,,,,,,,,,,
