key,neighborhood,neighborhood_original,Prognoseraum (Name),district,district_original,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence,,,,,,,,,,,,,,,,,,,
093009,Altglienicke,Altglienicke,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2021,1801,9,7,222,51,147,660,47,111,80,34,16,10,221,31,22,499,,,,,,,,,,,,,,,,,,,
093010,Bohnsdorf,Bohnsdorf,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2021,1123,5,1,99,21,57,536,18,81,44,39,6,1,119,4,14,246,,,,,,,,,,,,,,,,,,,
093011,Gruenau,Grünau,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2021,665,4,2,47,11,21,285,9,44,56,6,5,2,130,78,9,109,,,,,,,,,,,,,,,,,,,
093012,Schmoeckwitz,Schmöckwitz,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2021,179,1,0,11,1,9,60,3,10,13,7,0,0,24,2,4,29,,,,,,,,,,,,,,,,,,,
094013,Koepenick Sued,Köpenick Süd,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2021,469,0,0,48,7,22,166,8,31,33,21,3,3,62,6,23,104,,,,,,,,,,,,,,,,,,,
094014,Allende-Viertel,Allende-Viertel,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2021,860,4,0,90,16,24,373,7,43,62,9,3,1,118,21,17,218,,,,,,,,,,,,,,,,,,,
094015,Altstadt Koepenick,Altstadt Köpenick,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2021,624,4,4,69,12,28,237,1,21,73,3,6,2,71,8,23,202,,,,,,,,,,,,,,,,,,,
094016,Mueggelheim,Müggelheim,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2021,209,0,0,26,5,20,57,2,4,9,5,3,3,24,4,2,54,,,,,,,,,,,,,,,,,,,
095017,Friedrichshagen,Friedrichshagen,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2021,1086,9,2,98,17,47,473,10,47,120,11,5,1,158,54,20,212,,,,,,,,,,,,,,,,,,,
095018,Rahnsdorf,Rahnsdorf,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2021,575,2,1,57,7,40,200,7,35,38,9,9,2,99,24,15,129,,,,,,,,,,,,,,,,,,,
095019,Dammvorstadt,Dammvorstadt,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2021,1526,8,5,107,26,38,783,5,42,126,2,7,2,154,49,40,319,,,,,,,,,,,,,,,,,,,
095020,Koepenick Nord,Köpenick Nord,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2021,673,4,1,68,13,19,265,9,47,56,27,2,1,97,21,13,157,,,,,,,,,,,,,,,,,,,
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,Marzahn-Hellersdorf-Total,2021,22413,233,169,2672,570,1186,8283,344,1611,816,237,170,52,2865,470,488,6035,,,,,,,,,,,,,,,,,,,
101001,Marzahn Nord,Marzahn Nord,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,2109,18,13,383,64,143,614,32,148,59,11,16,3,321,76,59,745,,,,,,,,,,,,,,,,,,,
101002,Marzahn Mitte,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,4557,43,29,607,124,217,1867,88,419,131,40,24,9,480,62,93,1366,,,,,,,,,,,,,,,,,,,
101003,Marzahn Sued,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,3675,34,24,315,69,154,1421,59,304,92,37,26,8,451,38,65,825,,,,,,,,,,,,,,,,,,,
102004,Hellersdorf Nord,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,3464,41,34,512,127,183,1217,50,194,62,13,25,10,456,77,92,1027,,,,,,,,,,,,,,,,,,,
102005,Hellersdorf Ost,Hellersdorf Ost,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,1672,30,25,225,53,121,500,15,87,117,8,17,5,231,34,51,616,,,,,,,,,,,,,,,,,,,
102006,Hellersdorf Sued,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,1867,22,10,243,53,97,659,16,124,43,10,11,4,308,86,47,489,,,,,,,,,,,,,,,,,,,
103007,Biesdorf,Biesdorf,Biesdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,2161,21,14,160,23,113,864,32,119,119,29,24,4,241,32,28,430,,,,,,,,,,,,,,,,,,,
104008,Kaulsdorf,Kaulsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,1091,6,4,86,24,58,425,21,78,78,27,9,3,120,17,22,203,,,,,,,,,,,,,,,,,,,
104009,Mahlsdorf,Mahlsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2021,1344,9,8,91,16,65,530,21,88,93,62,14,5,192,40,27,213,,,,,,,,,,,,,,,,,,,
110000,Lichtenberg,Lichtenberg,Lichtenberg,Lichtenberg-Total,Lichtenberg-Total,2021,26893,223,139,2857,655,1159,10750,415,1932,1500,262,234,91,3331,721,707,6579,,,,,,,,,,,,,,,,,,,
111001,Malchow,Malchow,Malchow,Lichtenberg,Lichtenberg,2021,334,1,1,29,5,16,134,5,11,12,5,2,1,53,5,5,75,,,,,,,,,,,,,,,,,,,
111002,Neu-Hohenschoenhausen Nord,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2021,2017,10,6,335,73,145,528,13,127,74,11,13,6,283,31,81,712,,,,,,,,,,,,,,,,,,,
111003,Neu-Hohenschoenhausen Sued,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2021,2145,32,23,304,83,97,713,29,175,64,17,26,6,281,35,56,591,,,,,,,,,,,,,,,,,,,
112004,Alt-Hohenschoenhausen Nord,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2021,1841,8,1,213,38,92,763,25,181,56,28,23,9,187,20,57,448,,,,,,,,,,,,,,,,,,,
112005,Alt-Hohenschoenhausen Sued,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2021,2509,17,13,217,55,128,1050,57,241,171,31,15,8,296,39,58,621,,,,,,,,,,,,,,,,,,,
113006,Fennpfuhl,Fennpfuhl,Lichtenberg Nord,Lichtenberg,Lichtenberg,2021,2645,29,21,252,62,101,1080,44,226,120,27,27,14,382,124,47,557,,,,,,,,,,,,,,,,,,,
113007,Alt-Lichtenberg,Alt-Lichtenberg,Lichtenberg Nord,Lichtenberg,Lichtenberg,2021,4550,39,21,414,108,165,1879,59,314,214,27,52,16,541,116,124,952,,,,,,,,,,,,,,,,,,,
113008,Frankfurter Allee Sued,Frankfurter Allee Süd,Lichtenberg Nord,Lichtenberg,Lichtenberg,2021,1597,14,5,140,30,48,526,29,90,54,7,7,3,169,52,63,308,,,,,,,,,,,,,,,,,,,
114009,Neu-Lichtenberg,Neu-Lichtenberg,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2021,3005,25,16,311,79,122,1349,47,156,216,41,22,8,373,100,87,769,,,,,,,,,,,,,,,,,,,
114010,Friedrichsfelde Nord,Friedrichsfelde Nord,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2021,1556,8,4,176,38,54,666,29,108,104,23,10,1,187,42,42,453,,,,,,,,,,,,,,,,,,,
114011,Friedrichsfelde Sued,Friedrichsfelde Süd,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2021,2305,21,14,244,46,101,1034,30,127,127,21,22,10,292,79,34,593,,,,,,,,,,,,,,,,,,,
115012,Rummelsburger Bucht,Rummelsburger Bucht,Lichtenberg Süd,Lichtenberg,Lichtenberg,2021,515,1,1,37,6,11,182,3,26,55,1,6,2,96,26,14,102,,,,,,,,,,,,,,,,,,,
115013,Karlshorst,Karlshorst,Lichtenberg Süd,Lichtenberg,Lichtenberg,2021,1277,7,4,141,21,58,566,27,55,196,23,3,3,130,42,21,286,,,,,,,,,,,,,,,,,,,
120000,Reinickendorf,Reinickendorf,Reinickendorf,Reinickendorf-Total,Reinickendorf-Total,2021,24248,216,113,2472,606,1204,8371,204,1629,908,293,175,64,2370,342,713,5762,,,,,,,,,,,,,,,,,,,
121001,Ost 1 - Reginhardstrasse,Ost 1 - Reginhardstraße,Reinickendorf Ost,Reinickendorf,Reinickendorf,2021,2397,39,21,293,85,125,793,31,243,88,23,20,7,231,17,72,623,,,,,,,,,,,,,,,,,,,
121002,Ost 2 - Alt-Reinickendorf,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,Reinickendorf,2021,3391,36,19,322,85,157,1163,32,306,114,34,48,15,373,72,113,733,,,,,,,,,,,,,,,,,,,
122003,West 4 - Auguste-Viktoria-Allee,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,Reinickendorf,2021,2907,27,13,379,96,179,1092,15,136,99,32,17,9,246,50,91,790,,,,,,,,,,,,,,,,,,,
122004,West 1 - Tegel-Sued/Flughafensee,West 1 - Tegel-Süd/Flughafensee,Tegel,Reinickendorf,Reinickendorf,2021,1970,15,8,193,35,125,561,23,218,30,19,9,4,124,11,149,450,,,,,,,,,,,,,,,,,,,
122005,West 5 - Tegel,West 5 - Tegel,Tegel,Reinickendorf,Reinickendorf,2021,1464,14,9,111,30,55,713,2,60,54,17,1,0,116,26,33,301,,,,,,,,,,,,,,,,,,,
124006,West 2 - Heiligensee/Konradshoehe,West 2 - Heiligensee/Konradshöhe,Grüner Norden,Reinickendorf,Reinickendorf,2021,915,6,2,80,22,51,282,13,36,43,14,3,1,111,18,26,183,,,,,,,,,,,,,,,,,,,
124007,Nord 1 - Frohnau/Hermsdorf,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,Reinickendorf,Reinickendorf,2021,1569,7,3,97,18,77,621,16,72,169,32,5,3,223,42,25,280,,,,,,,,,,,,,,,,,,,
125008,West 3 - Borsigwalde/Freie Scholle,West 3 - Borsigwalde/Freie Scholle,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2021,1084,4,3,103,22,72,382,18,69,65,21,8,4,113,7,24,263,,,,,,,,,,,,,,,,,,,
125009,Nord 2 - Waidmannslust/Wittenau/Luebars,Nord 2 - Waidmannslust/Wittenau/Lübars,Wittenau/Borsigwalde,Reinickendorf,Reinickendorf,2021,4242,27,14,320,80,127,1193,20,171,111,67,31,9,353,80,101,760,,,,,,,,,,,,,,,,,,,
126010,Rollbergesiedlung,Rollbergesiedlung,Märkisches Viertel,Reinickendorf,Reinickendorf,2021,838,4,0,85,20,36,371,10,59,17,10,4,3,77,3,9,211,,,,,,,,,,,,,,,,,,,
126011,MV Nord,MV Nord,Märkisches Viertel,Reinickendorf,Reinickendorf,2021,2114,21,11,308,69,119,762,13,149,66,13,13,7,237,9,45,763,,,,,,,,,,,,,,,,,,,
126012,MV Sued,MV Süd,Märkisches Viertel,Reinickendorf,Reinickendorf,2021,784,8,3,127,30,45,194,6,47,22,11,12,1,91,1,18,266,,,,,,,,,,,,,,,,,,,
010000,Mitte,Mitte,Mitte,Mitte-Total,Mitte-total,2022,81178,823,502,7717,2346,3097,34999,413,4084,4622,578,390,112,6169,1195,3317,17852,,,,,,,,,,,,,,,,,,,
011001,Tiergarten Sued,Tiergarten Süd,Zentrum,Mitte,Mitte,2022,4113,37,27,415,140,152,1574,17,195,306,28,27,7,335,48,227,894,,,,,,,,,,,,,,,,,,,
011002,Regierungsviertel,Regierungsviertel,Zentrum,Mitte,Mitte,2022,6251,41,21,494,148,164,2809,11,172,269,32,16,4,435,121,177,1127,,,,,,,,,,,,,,,,,,,
011003,Alexanderplatz,Alexanderplatz,Zentrum,Mitte,Mitte,2022,18999,163,99,1827,512,567,9041,50,618,852,108,69,13,1342,321,692,3803,,,,,,,,,,,,,,,,,,,
011004,Brunnenstrasse Sued,Brunnenstraße Süd,Zentrum,Mitte,Mitte,2022,3759,64,47,313,107,124,1740,33,211,422,42,14,3,450,100,97,954,,,,,,,,,,,,,,,,,,,
012005,Moabit West,Moabit West,Moabit,Mitte,Mitte,2022,6192,43,23,559,145,255,2105,54,376,354,48,44,14,497,72,290,1279,,,,,,,,,,,,,,,,,,,
012006,Moabit Ost,Moabit Ost,Moabit,Mitte,Mitte,2022,9871,88,60,821,221,359,3698,25,222,444,70,47,13,544,103,556,1723,,,,,,,,,,,,,,,,,,,
013007,Osloer Strasse,Osloer Straße,Gesundbrunnen,Mitte,Mitte,2022,6203,76,35,669,223,294,2896,41,366,282,54,24,12,441,67,151,1473,,,,,,,,,,,,,,,,,,,
013008,Brunnenstrasse Nord,Brunnenstraße Nord,Gesundbrunnen,Mitte,Mitte,2022,7543,91,53,705,245,272,3163,47,418,383,50,46,16,677,185,319,1653,,,,,,,,,,,,,,,,,,,
014009,Parkviertel,Parkviertel,Wedding,Mitte,Mitte,2022,6608,65,35,724,207,341,3105,77,705,409,74,42,15,481,46,172,2070,,,,,,,,,,,,,,,,,,,
014010,Wedding Zentrum,Wedding Zentrum,Wedding,Mitte,Mitte,2022,8553,104,63,998,328,466,3226,28,502,777,70,56,13,773,111,517,2270,,,,,,,,,,,,,,,,,,,
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,Friedrichshain-Kreuzberg-total,2022,54988,935,667,4931,1739,1558,24461,299,2946,4105,327,323,94,5043,1057,4599,12827,,,,,,,,,,,,,,,,,,,
021001,Suedliche  Friedrichstadt,Südliche  Friedrichstadt,Kreuzberg Nord,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,7971,121,76,676,235,270,3439,39,613,460,39,50,11,674,99,622,1889,,,,,,,,,,,,,,,,,,,
022002,Tempelhofer Vorstadt,Tempelhofer Vorstadt,Kreuzberg Süd,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,9944,162,125,857,301,257,4795,55,596,993,72,97,26,1000,213,488,2134,,,,,,,,,,,,,,,,,,,
023003,Noerdliche Luisenstadt,Nördliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,5454,109,77,517,210,129,2579,33,338,317,26,38,15,393,48,614,1283,,,,,,,,,,,,,,,,,,,
023004,Suedliche Luisenstadt,Südliche Luisenstadt,Kreuzberg Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,8267,206,163,587,278,156,2693,26,523,521,41,28,6,515,81,1589,1640,,,,,,,,,,,,,,,,,,,
024005,Karl-Marx-Allee Nord,Karl-Marx-Allee Nord,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,2707,53,37,262,70,109,1338,30,148,238,32,10,5,298,39,62,859,,,,,,,,,,,,,,,,,,,
024006,Karl-Marx-Allee Sued,Karl-Marx-Allee Süd,Friedrichshain West,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,6914,109,70,735,230,157,3428,24,174,418,30,25,10,496,122,405,1566,,,,,,,,,,,,,,,,,,,
025007,Frankfurter Allee Nord,Frankfurter Allee Nord,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,3733,28,14,323,87,150,1678,36,112,307,33,30,11,544,95,101,851,,,,,,,,,,,,,,,,,,,
025008,Frankfurter Allee Sued FK,Frankfurter Allee Süd FK,Friedrichshain Ost,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,8164,100,66,853,285,293,3406,45,293,743,54,44,10,1036,353,636,2019,,,,,,,,,,,,,,,,,,,
030000,Pankow,Pankow,Pankow,Pankow-Total,Pankow-Total,2022,40120,460,351,3463,999,1484,20342,560,2564,4123,629,275,89,4348,1032,750,9248,,,,,,,,,,,,,,,,,,,
031001,Buch,Buch,Buch,Pankow,Pankow,2022,2503,31,18,313,80,112,1174,16,198,151,23,29,15,286,58,31,574,,,,,,,,,,,,,,,,,,,
032002,Blankenfelde/Niederschoenhausen,Blankenfelde/Niederschönhausen,Nördliches Pankow,Pankow,Pankow,2022,1584,9,6,119,25,66,745,32,112,170,53,18,5,140,20,15,272,,,,,,,,,,,,,,,,,,,
032003,Buchholz,Buchholz,Nördliches Pankow,Pankow,Pankow,2022,940,5,3,68,9,40,452,32,83,74,27,12,5,96,14,11,172,,,,,,,,,,,,,,,,,,,
033004,Karow,Karow,Nördliches Weißensee,Pankow,Pankow,2022,1012,6,5,78,19,58,521,9,56,86,70,6,1,93,13,22,188,,,,,,,,,,,,,,,,,,,
033005,Blankenburg/Heinersdorf/Maerchenland,Blankenburg/Heinersdorf/Märchenland,Nördliches Weißensee,Pankow,Pankow,2022,1868,10,6,143,38,68,770,22,135,121,52,14,3,175,38,17,280,,,,,,,,,,,,,,,,,,,
034006,Schoenholz/Wilhelmsruh/Rosenthal,Schönholz/Wilhelmsruh/Rosenthal,Südliches Pankow,Pankow,Pankow,2022,1099,10,7,90,21,39,529,32,115,75,61,13,6,122,17,14,212,,,,,,,,,,,,,,,,,,,
034007,Pankow Zentrum,Pankow Zentrum,Südliches Pankow,Pankow,Pankow,2022,3261,48,38,249,70,107,1664,25,165,376,36,17,5,330,69,44,691,,,,,,,,,,,,,,,,,,,
034008,Pankow Sued,Pankow Süd,Südliches Pankow,Pankow,Pankow,2022,2621,31,22,221,64,126,1279,62,183,305,47,16,5,283,68,34,666,,,,,,,,,,,,,,,,,,,
035009,Weissensee,Weißensee,Südliches Weißensee,Pankow,Pankow,2022,3445,34,25,308,86,151,1702,51,184,365,51,24,7,456,104,65,830,,,,,,,,,,,,,,,,,,,
035010,Weissensee Ost,Weißensee Ost,Südliches Weißensee,Pankow,Pankow,2022,1243,5,2,145,36,80,501,46,111,63,20,16,9,135,25,29,350,,,,,,,,,,,,,,,,,,,
036011,Prenzlauer Berg Nordwest,Prenzlauer Berg Nordwest,Nördlicher Prenzlauer Berg,Pankow,Pankow,2022,3480,73,66,341,125,102,1914,28,159,428,15,9,1,358,99,107,1116,,,,,,,,,,,,,,,,,,,
036012,Prenzlauer Berg Nord,Prenzlauer Berg Nord,Nördlicher Prenzlauer Berg,Pankow,Pankow,2022,3091,36,18,199,46,64,1912,39,172,437,42,16,3,275,73,60,703,,,,,,,,,,,,,,,,,,,
036013,Helmholtzplatz,Helmholtzplatz,Nördlicher Prenzlauer Berg,Pankow,Pankow,2022,2391,16,12,200,61,75,1224,17,85,315,23,11,3,324,106,76,513,,,,,,,,,,,,,,,,,,,
036014,Prenzlauer Berg Ost,Prenzlauer Berg Ost,Nördlicher Prenzlauer Berg,Pankow,Pankow,2022,4453,56,45,385,127,150,2289,44,291,291,56,34,9,456,125,111,914,,,,,,,,,,,,,,,,,,,
037015,Prenzlauer Berg Suedwest,Prenzlauer Berg Südwest,Südlicher Prenzlauer Berg,Pankow,Pankow,2022,3278,41,36,355,126,95,1691,36,184,405,36,13,5,413,101,66,904,,,,,,,,,,,,,,,,,,,
037016,Prenzlauer Berg Sued,Prenzlauer Berg Süd,Südlicher Prenzlauer Berg,Pankow,Pankow,2022,2652,27,22,184,46,93,1318,47,193,352,16,17,3,322,84,38,645,,,,,,,,,,,,,,,,,,,
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,Charlottenburg-Wilmersdorf-Total,2022,48858,416,251,3694,902,2058,21153,628,4004,2854,736,249,78,3965,823,1335,10286,,,,,,,,,,,,,,,,,,,
041001,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,2710,24,12,273,60,256,714,72,216,41,35,20,5,211,14,338,739,,,,,,,,,,,,,,,,,,,
042002,Heerstrasse,Heerstraße,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,1463,15,10,203,61,47,554,26,123,57,56,13,5,191,62,40,384,,,,,,,,,,,,,,,,,,,
042003,Westend,Westend,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,3589,14,9,256,46,266,1542,62,340,155,66,26,5,316,38,52,860,,,,,,,,,,,,,,,,,,,
043004,Schloss Charlottenburg,Schloss Charlottenburg,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,4444,39,26,349,86,181,1990,59,309,429,65,34,16,576,178,112,987,,,,,,,,,,,,,,,,,,,
043005,Mierendorffplatz,Mierendorffplatz,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,1895,25,17,181,42,97,760,38,186,118,24,14,3,197,32,31,440,,,,,,,,,,,,,,,,,,,
043006,Otto-Suhr-Allee/Kantstrasse,Otto-Suhr-Allee/Kantstraße,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,7300,73,42,605,144,243,3643,60,404,560,86,40,13,511,98,184,1399,,,,,,,,,,,,,,,,,,,
044007,Grunewald,Grunewald,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,2163,24,15,134,28,115,999,63,447,116,87,13,3,250,56,24,488,,,,,,,,,,,,,,,,,,,
044008,Schmargendorf,Schmargendorf,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,2186,18,10,155,36,81,1149,54,247,211,61,12,9,242,41,29,652,,,,,,,,,,,,,,,,,,,
045009,Halensee,Halensee,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,3509,27,18,255,61,144,1653,58,325,220,76,15,4,310,41,57,775,,,,,,,,,,,,,,,,,,,
045010,Lietzenburger Strasse,Lietzenburger Straße,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,12728,97,52,831,229,302,4564,49,697,414,102,24,6,661,176,316,1916,,,,,,,,,,,,,,,,,,,
045011,Volkspark Wilmersdorf,Volkspark Wilmersdorf,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2022,5157,38,20,362,84,225,2543,68,501,469,77,29,5,420,76,97,1293,,,,,,,,,,,,,,,,,,,
050000,Spandau,Spandau,Spandau,Spandau-Total,Spandau-Total,2022,26342,272,170,2882,678,1415,10550,358,2373,867,474,266,121,2445,283,559,7072,,,,,,,,,,,,,,,,,,,
051001,Hakenfelde,Hakenfelde,Spandau Mitte / Nord,Spandau,Spandau,2022,1940,12,8,206,45,107,922,32,183,63,31,16,5,174,7,30,547,,,,,,,,,,,,,,,,,,,
051002,Falkenhagener Feld,Falkenhagener Feld,Spandau Mitte / Nord,Spandau,Spandau,2022,3119,34,17,443,113,245,1129,65,320,85,99,23,10,352,14,59,997,,,,,,,,,,,,,,,,,,,
051003,Spandau Mitte,Spandau Mitte,Spandau Mitte / Nord,Spandau,Spandau,2022,6324,86,63,691,171,310,2667,56,485,190,84,40,17,504,55,227,2000,,,,,,,,,,,,,,,,,,,
052004,Brunsbuetteler Damm,Brunsbütteler Damm,Wilhelmstadt / Staaken,Spandau,Spandau,2022,1580,16,9,177,37,76,679,24,191,50,49,28,11,165,18,31,392,,,,,,,,,,,,,,,,,,,
052005,Heerstrasse,Heerstraße,Charlottenburg West,Spandau,Spandau,2022,2562,22,14,326,77,192,832,28,190,53,77,82,45,315,28,46,761,,,,,,,,,,,,,,,,,,,
052006,Wilhelmstadt,Wilhelmstadt,Wilhelmstadt / Staaken,Spandau,Spandau,2022,5664,50,30,555,123,199,2210,52,357,192,65,31,13,424,97,82,1166,,,,,,,,,,,,,,,,,,,
053007,Haselhorst,Haselhorst,Haselhorst / Siemensstadt,Spandau,Spandau,2022,1874,18,7,216,48,121,769,47,246,76,33,7,4,190,24,40,497,,,,,,,,,,,,,,,,,,,
053008,Siemensstadt,Siemensstadt,Haselhorst / Siemensstadt,Spandau,Spandau,2022,1594,13,5,142,25,78,615,28,181,79,8,18,4,174,30,24,329,,,,,,,,,,,,,,,,,,,
054009,Gatow/Kladow,Gatow/Kladow,Gatow / Kladow,Spandau,Spandau,2022,831,7,5,68,16,53,303,10,53,53,28,12,7,75,4,7,164,,,,,,,,,,,,,,,,,,,
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,Steglitz-Zehlendorf-Total,2022,23757,167,106,1935,349,1032,10858,499,1571,1701,662,158,60,2672,587,458,5471,,,,,,,,,,,,,,,,,,,
061001,Schlossstrasse,Schloßstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,3255,31,24,209,48,148,1707,35,99,235,25,13,4,192,38,53,527,,,,,,,,,,,,,,,,,,,
061002,Albrechtstrasse,Albrechtstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,2825,28,17,232,37,124,1327,87,224,230,66,16,5,292,40,52,818,,,,,,,,,,,,,,,,,,,
062003,Lankwitz,Lankwitz,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,2988,19,9,349,57,182,1197,55,250,113,72,24,5,312,14,92,899,,,,,,,,,,,,,,,,,,,
062004,Ostpreussendamm,Ostpreußendamm,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,2417,9,5,261,39,100,1075,47,149,163,74,26,7,289,59,26,640,,,,,,,,,,,,,,,,,,,
063005,Teltower Damm,Teltower Damm,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,2574,17,10,183,40,100,1260,63,141,225,105,14,4,235,46,41,547,,,,,,,,,,,,,,,,,,,
063006,Drakestrasse,Drakestraße,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,3114,15,8,296,44,151,1338,90,178,195,76,20,8,316,29,43,752,,,,,,,,,,,,,,,,,,,
064007,Zehlendorf Suedwest,Zehlendorf Südwest,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,2520,17,13,166,33,85,932,29,183,148,81,27,19,463,186,35,439,,,,,,,,,,,,,,,,,,,
064008,Zehlendorf Nord,Zehlendorf Nord,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2022,3408,25,14,219,46,115,1639,76,260,299,163,15,6,494,168,90,689,,,,,,,,,,,,,,,,,,,
070000,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,Tempelhof-Schöneberg-Total,2022,39290,332,227,3567,753,1752,18227,517,2767,2505,458,194,54,3698,743,1080,9996,,,,,,,,,,,,,,,,,,,
071001,Schoeneberg Nordwest,Schöneberg Nordwest,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2022,5962,69,49,573,160,199,3135,15,336,411,48,30,4,408,61,256,1560,,,,,,,,,,,,,,,,,,,
